baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,enrichment
252.817484175453,-9.380679919793437,1.8335115830197048,-5.1162370648043085,3.116912717787674e-7,1.16339288827634e-5,HAO1,good
996.1160064912584,9.366072129589602,1.4395153486578225,6.506406575186818,7.696973331639671e-11,7.531612549740575e-9,ENPP6,poor
31225.5205656256,9.348415656409614,1.174028996236086,7.962678678619056,1.6835424412866977e-15,4.2557147011658907e-13,PMP2,poor
149.3543376983152,9.338418676070482,1.76215536309268,5.299429818538271,1.1616487668150114e-7,4.977041482000926e-6,PRKAG2-AS1,poor
403.2547504952312,9.289317144903169,1.1805453906748336,7.8686658033480015,3.584432761536314e-15,7.994866425620775e-13,PRIMA1,poor
73.69776373464738,9.282251331079037,1.7907028251550297,5.183579989200848,2.1766681213079144e-7,8.6877698410203e-6,GDF6,poor
73.1294265860494,9.271015052916972,1.940253056672855,4.778250456059017,1.7682703986572618e-6,5.2898140308549685e-5,XKR7,poor
1039.328478310521,9.241134089516288,1.404269711988898,6.580740160255872,4.6811204291339204e-11,4.862914626621519e-9,PODN,poor
71.19254530778241,9.232259016726454,1.9291394405525608,4.78568776453094,1.704027940397218e-6,5.127974557937422e-5,C10orf105,poor
2830.503429472084,9.226203710432705,1.6804857301263225,5.490200568224503,4.014775758953837e-8,1.933082664636598e-6,AZGP1,poor
5337.700376316267,9.215874655993943,0.9860608948106737,9.346151646915697,9.089482895657998e-21,5.514407483137794e-18,PALM,poor
254.97919578758365,9.214056770097871,1.8453582579979892,4.993099161186246,5.941803065812333e-7,2.0160923288406185e-5,KLK6,poor
254.86831680569645,9.210693018421958,1.338059043996036,6.883622258487754,5.834947449137447e-12,7.253987537792432e-10,ALPL,poor
8236.424507214208,-9.189353924813878,1.2833149006173015,-7.16063837519038,8.03022258500782e-13,1.230246322695087e-10,TPD52L1,good
68.48252184261408,9.176262390028722,1.793663024525924,5.115934411623423,3.121915378970596e-7,1.16339288827634e-5,WFDC1,poor
475.7422411894138,9.110474125608917,1.175679103070859,7.749116320782153,9.253422571323293e-15,1.9767135230881743e-12,PCDHA4,poor
65.07841923466188,9.102748672991352,1.891922228557321,4.811375719144979,1.4989493123853565e-6,4.602138506264919e-5,EPHA10,poor
694.2041133496507,9.077083363766862,1.520999684403622,5.967840399208203,2.4041435618019766e-9,1.63514104941034e-7,CDH20,poor
8428.335568087694,9.06906573344872,1.0287967049266202,8.815216543773417,1.1945395466737611e-18,5.17645180125741e-16,KIF21B,poor
348.29087836269554,-9.057320697436095,1.7482917802894293,-5.180668810292444,2.2109173794084002e-7,8.778268034944296e-6,CPA6,good
682.341696764912,9.050847351250848,1.2366248052824589,7.318992238056824,2.498400467617584e-13,4.03119573322935e-11,FXYD7,poor
225.05673897686324,9.03379726743653,2.2765704721308144,3.9681606073811175,7.242951609283465e-5,0.0011141363798986036,THNSL2,poor
778.4814971243555,9.016841430643387,1.4906152908910972,6.049073483778014,1.4568120417191206e-9,1.0373459266081644e-7,GAL3ST1,poor
662.5106072988438,9.01028601983194,1.2782444057849545,7.048954002109504,1.8026772455785966e-12,2.5552528769804275e-10,NRSN1,poor
60.57225449313584,8.999208777910807,2.00769640248795,4.4823553833930925,7.382366944108941e-6,1.7068347475807975e-4,F7,poor
9745.60898283783,8.994395882446165,1.4674732579633416,6.129171917537492,8.833763295230982e-10,6.699084394938415e-8,APOD,poor
1711.8198240226811,8.957964586771244,1.4772695078930838,6.063866165861165,1.328877464247143e-9,9.784021602056515e-8,SP6,poor
413.5142737595903,8.915224056261865,1.1205013316485075,7.956460027714185,1.7703129112778746e-15,4.330699342798633e-13,NECAB2,poor
292.2833563635237,8.819242989014224,2.036911557936584,4.329713263519514,1.493036185329897e-5,3.06011889498629e-4,ENPP5,poor
53.27009006053853,8.813913663337843,2.032905870669992,4.335623105084059,1.453478017165484e-5,3.011598509064057e-4,NLRP14,poor
773.0473751985465,8.813028983300018,1.4159511020900586,6.224105458367364,4.843112475662181e-10,3.886533699384566e-8,TMEM132E,poor
53.059552458661805,8.808203406165168,1.5720639278339135,5.602954975438978,2.107279781052435e-8,1.0798920477011778e-6,BCRP3,poor
482.1393317950924,8.807726991567758,1.1801552725268871,7.463193358200325,8.44502744364967e-14,1.562021112656519e-11,RASGEF1B,poor
6605.1938940681475,8.761880856194827,1.0940177660341328,8.008901800522917,1.157372746610759e-15,3.0265297323871344e-13,RIMS4,poor
51.27704248203341,8.75891397388258,1.836764206072769,4.768665430719728,1.854503512230967e-6,5.493604447267007e-5,EVX1,poor
647.3885844201432,8.750527108578005,1.387706039400227,6.305749820300576,2.8680198665052836e-10,2.499957316970439e-8,CA8,poor
50.13115591718452,8.726341662087515,1.8502473434649789,4.7163108721159395,2.401593998109998e-6,6.783049565984049e-5,FMO2,poor
49.089726476875725,8.695995053040999,1.5298868873170435,5.684077120427596,1.3152092228716198e-8,7.306878492049031e-7,B3GAT1-DT,poor
176.42280588440113,8.68217178753845,1.9876869051439898,4.367977554749502,1.2540237720916211e-5,2.678842049480791e-4,BARX1,poor
2528.7014975635325,8.664503959421753,1.3799155244768788,6.279010421820159,3.4073475468195077e-10,2.9033281035174985e-8,CADM3,poor
171.33678579662117,8.637467979711072,1.2940101236869053,6.674961672711741,2.4729678609778328e-11,2.6710594201454175e-9,EFNA2,poor
427.38424862134394,8.635413748366949,1.5489585825786791,5.574980406506972,2.4755772722800114e-8,1.2474113119159778e-6,ALS2CL,poor
91.76482732310193,8.635036490670357,2.143338595895606,4.0287785174055335,5.606740896449768e-5,9.036922335436094e-4,MNX1-AS1,poor
1191.7305001910772,8.632184736102511,1.2102795400999276,7.132389212652301,9.864146730697733e-13,1.438553014081659e-10,LGR5,poor
1568.5625094340687,8.582362250002236,1.3936958039734424,6.157988153177921,7.367486563353407e-10,5.6913078909900864e-8,DIRAS2,poor
3787.324953660077,8.554827645214315,0.6589288797052213,12.982930189736724,1.5291643120589146e-38,4.6385670241995117e-35,ARRDC4,poor
43.92126279552105,8.535438676726256,1.8349223798777154,4.651661983268787,3.292704829458551e-6,8.807840237812671e-5,LINC02610,poor
43.171951474307335,8.510591845127625,1.9127217500522309,4.449466758505373,8.608375166522582e-6,1.9487048679201193e-4,COL11A2,poor
154.04162600807456,8.486209114284893,1.5121005271593486,5.612199031652475,1.997714709174276e-8,1.0376485956865151e-6,IGSF5,poor
5548.9304431306055,8.466464251012825,0.7695311823552096,11.002106795855312,3.73306737852501e-28,6.291048103343203e-25,TMEM59L,poor
148.59139136263164,8.431282483526566,1.3570371571492101,6.2130078304108824,5.197985800643163e-10,4.1276361590761704e-8,RIPPLY2,poor
40.72126156557149,8.426297546022157,2.023977955760342,4.1632358307265624,3.137689966525047e-5,5.706156321616954e-4,RAMP3,poor
1479.1655815545928,8.424446867883477,1.6772515130500223,5.022768977899993,5.093179461890398e-7,1.767694574336194e-5,CHODL,poor
5196.84445430136,8.420184082466886,1.6232660603851492,5.187186677499463,2.134946972934083e-7,8.566333528701386e-6,VAT1L,poor
40.047831616077545,8.40228520631472,1.789631887812563,4.694979600852269,2.6663333083339477e-6,7.393103708866724e-5,IZUMO1,poor
3835.273499584166,8.399775823374245,1.2536531728811382,6.7002389537051394,2.0807900097928614e-11,2.303601611571411e-9,MYH14,poor
144.6023561032259,8.391650643740933,2.403149457835961,3.491938720822476,4.7952824720047754e-4,0.005118230067058158,ZNF492,poor
76.78021948276847,8.377527808568033,1.5733527665588412,5.324634110435986,1.0115644731478034e-7,4.3710536650235716e-6,C19orf81,poor
496.62130532984486,8.365721466443633,1.2888038284507932,6.491074344882765,8.522640622395272e-11,8.181195589865132e-9,FAM135B,poor
419.91205632815297,8.350829123578709,1.4322107292779562,5.8307265494294604,5.518655737052929e-9,3.388722735379829e-7,LRRC55,poor
2620.4335656452167,8.331006411136906,0.6160605600152975,13.523031584638428,1.1436399166870943e-41,5.781862205464386e-38,TSPOAP1,poor
17037.5616605879,8.304259683313143,1.226435169506656,6.771054752656516,1.278468755181615e-11,1.4470548962566833e-9,ERBB3,poor
864.8375045407822,8.281901270636627,1.6303780919350488,5.079742736733587,3.779463299920177e-7,1.3746551527551399e-5,IGSF21,poor
801.959562012185,8.278035157026752,1.5629877122152325,5.296289338893291,1.1817953137340034e-7,5.049095640395388e-6,RYR1,poor
325.2259421940111,8.24532467811353,1.3618428375510354,6.05453467225401,1.4082414183756572e-9,1.0074904524765846e-7,LOC389906,poor
713.0451840965968,8.242815194328081,1.4570927693405094,5.657028411484629,1.5401627582240358e-8,8.402751278411493e-7,UNC5A,poor
256.5657880155483,8.228262471611059,1.9293574974595042,4.264768184458134,2.0010985573054216e-5,3.946770067444906e-4,MGMT,poor
16123.717575258317,-8.210448143223685,1.4803359552663333,-5.546341095083723,2.917094927013602e-8,1.4364798298056915e-6,S100A4,good
443.31619272125033,8.206343326349689,1.72487850176844,4.757635577193463,1.958736986729481e-6,5.7473728045832073e-5,ADAMTS17,poor
4395.934390626396,-8.203074354032362,1.3910490340217057,-5.897041839219855,3.7007604882385593e-9,2.388486567026137e-7,CAPN6,good
317.21949574183014,8.202366876781621,1.4283625089370793,5.742496617952707,9.329074285436738e-9,5.31932592809094e-7,PLPPR3,poor
66.91284306891595,8.178786883700003,1.9377502291196305,4.2207642454599705,2.4347546642330698e-5,4.5987452045358613e-4,PRR32,poor
7422.041678828502,8.157937838862024,1.110134603246292,7.348602426234003,2.002899559432591e-13,3.33823929867188e-11,TUBB4A,poor
27209.344627655162,8.148703295955823,0.7344996718594806,11.094223194581327,1.3381748808702488e-28,2.537012302269883e-25,GRIK3,poor
2676.6796424780186,8.148192484310009,0.7966102504454505,10.228581015312924,1.4766713610017344e-24,1.3997921582695816e-21,PRR36,poor
301.5748488300325,8.132912277445499,1.0674133265054897,7.619271818603879,2.5511074631570058e-14,5.1590195858269744e-12,DGCR5,poor
119.66454185739877,8.121285342219306,1.5971312839772607,5.084920334160165,3.677804079229602e-7,1.3465469298749849e-5,LRRC2,poor
62.32754645822019,8.076152811424794,2.0756704481389345,3.890864669131821,9.988763457530867e-5,0.0014444694559982423,AMER3,poor
61.18441433676533,8.049386581893435,2.1969964606981827,3.663814087044739,2.484871763891669e-4,0.0030295860163139024,ALOX12B,poor
170.5123809390667,8.041817449979636,1.5656022338739788,5.1365648796250705,2.798057804531797e-7,1.0583077985370015e-5,CCDC3,poor
786.4104220938947,8.034620761982904,1.326746912855808,6.055880503002997,1.3965164667224098e-9,1.0074904524765846e-7,SULT1C4,poor
391.2783405837085,8.023790902673218,1.5717285354806263,5.105074267942578,3.3066462415517396e-7,1.223217159649152e-5,MNX1,poor
1495.2816747182042,-8.022875842202051,1.680073150210547,-4.775313408940928,1.794275921353071e-6,5.3465192336271175e-5,MAGEA3,good
815.2427363895904,7.9889816167806496,1.9367135713539718,4.12501969054489,3.707030405057642e-5,6.507468767767275e-4,POU4F1,poor
3801.8151968611587,7.9872940532267656,1.1998154573955246,6.657102143495488,2.792791072481836e-11,2.941545985856389e-9,SHISA7,poor
330.83456270927445,-7.968500330965756,1.782554485542684,-4.470270275379443,7.812081313475861e-6,1.79523995881043e-4,MYOM3,good
10574.34087672004,7.963849064020866,1.6689681852751683,4.771720116826457,1.8265921193088796e-6,5.421511286410524e-5,COL9A1,poor
5473.120112845857,7.937828771105528,0.8379403558301973,9.473023605887855,2.718582019861873e-21,1.7180305623018763e-18,JPH4,poor
682.866555972854,7.930939967774667,1.0829759023151124,7.32328387992793,2.419751589703707e-13,3.946276597960873e-11,GATA4,poor
525.7153170954412,7.929829087530731,1.685292800782553,4.705312384796621,2.534775205465238e-6,7.119432507646531e-5,SLC13A5,poor
364.81807251396935,7.920072017234128,0.8222169201609597,9.63258213621251,5.82470687639815e-22,4.206825199730035e-19,SGCA,poor
104.04914854267659,7.916267774966476,2.1338589519700752,3.7098364761446954,2.0739315844949766e-4,0.0026133035317467356,RIBC2,poor
1197.2960841314791,7.859843404817919,0.7619503986894224,10.315426592514534,6.001419253074814e-25,7.585293817615476e-22,BEGAIN,poor
2017.5975083853054,7.835965158138362,0.9217774720842449,8.50092934080971,1.880788327228035e-17,5.942899283139085e-15,CMTM5,poor
285.9176151803553,7.792322681207979,1.334732749106952,5.838114548715236,5.2794856357008586e-9,3.2817196162571687e-7,SHISAL1,poor
2827.180188954731,-7.78306187407304,1.1625603107766038,-6.694759662725682,2.1602637574584742e-11,2.374255102128455e-9,GALNT6,good
846.6947917586247,7.779868252187816,1.2217678741618763,6.36771388143165,1.9186639776282944e-10,1.7636591847689904e-8,SRRM3,poor
141.0565097906865,7.770814188018349,1.984691929038518,3.9153755171377713,9.026360764676331e-5,0.0013252934532221288,PNOC,poor
1626.8069090731233,7.763297548944618,1.097233753403509,7.0753360665980685,1.4908701096306778e-12,2.13321008988382e-10,MAPK4,poor
184.85708791297026,7.753430644788162,1.4905536347257506,5.201711943907828,1.9746111484931847e-7,7.986380610452302e-6,ACVRL1,poor
2486.5564020889624,7.716555505167871,1.1388417069541878,6.775792858698215,1.237258418674335e-11,1.4109397320326044e-9,TCEAL2,poor
583.8437552741561,7.710865137287415,0.9746883137082429,7.911108637335666,2.55106785994499e-15,5.952622497197794e-13,RASGRP2,poor
2767.093698539815,7.7010671431349795,0.7171450574193448,10.73850689405483,6.712111012479357e-27,9.254780702388582e-24,DTX1,poor
9192.236026581933,7.689517251772794,1.0256984243735503,7.496859767986091,6.536484306089174e-14,1.2392357183806813e-11,DPP6,poor
436.3463339333092,7.6668831969127185,1.3260272702041023,5.781844287208838,7.388608289122292e-9,4.3774617937936644e-7,PLEKHG4B,poor
175.83256914264845,-7.648438157465243,1.3741857486851374,-5.565796446938488,2.609577265269415e-8,1.293446352364092e-6,LINC01605,good
255.53328342797465,7.628555267665493,2.2438852904312947,3.3997082204675517,6.745779608053962e-4,0.006747133747432611,ADCYAP1,poor
629.6816185577221,7.613338441663325,1.478523045562216,5.149286285739506,2.614795181718196e-7,1.0014797606343405e-5,ABCG1,poor
1906.5937074240746,7.59606640703822,1.0072704875395673,7.541237930630658,4.655308447637887e-14,8.93760293991441e-12,HAPLN4,poor
11873.775417826824,7.579128012159728,1.2046253576539099,6.29168891722535,3.140303261013737e-10,2.7061920204429177e-8,KCND2,poor
123.12355277802791,7.574577458367543,1.5335121499750102,4.939365794063631,7.837706420332333e-7,2.5786224138217027e-5,S1PR5,poor
3350.355615065976,-7.563496168533717,1.3499168241666335,-5.602934960976589,2.1075232156626136e-8,1.0798920477011778e-6,APOL1,good
519.6633521273526,7.54508295418303,1.2780344814462823,5.903661492485453,3.555212721925182e-9,2.3142451224652034e-7,ZNF469,poor
1259.3635858232828,7.520744083294507,1.147626148124548,6.553304920408895,5.6277437161839236e-11,5.652714499560369e-9,KCNH8,poor
5309.333904122202,7.519493524462786,1.2419054907555334,6.054803348915206,1.4058930528801469e-9,1.0074904524765846e-7,PTPRO,poor
2026.2980567592547,7.503489600849101,1.0755438150967256,6.976461112534313,3.02708076290303e-12,4.0273450816623027e-10,CELF5,poor
1044.6155845301266,7.492796903947717,1.897885413690916,3.9479711735473466,7.881629202801895e-5,0.0011940756905941244,SYT4,poor
3358.581238441222,-7.487545037157063,0.8691876358771178,-8.61441733418263,7.029818411410947e-18,2.423210360133405e-15,KDR,good
649.6429220052781,7.476777514691403,1.299638478796373,5.752967180239099,8.769051451096926e-9,5.095793232137436e-7,SLC7A3,poor
76.16313123203977,7.4679472044663475,1.7785709482786252,4.198846951646285,2.6827756085294402e-5,5.004877940291023e-4,ADAMTS8,poor
75.81245382530925,7.4613621261468435,1.339246457243027,5.571313693453261,2.5282563223970832e-8,1.2697372066820053e-6,LOC100287846,poor
40.59789502772231,7.456313136326601,1.933538047293322,3.856305360406214,1.151136762212933e-4,0.0016106357262438702,LINC00487,poor
337.6261526285202,7.440820715794104,1.422984682133007,5.229023761970902,1.704074646081621e-7,7.061666709595614e-6,PCP4L1,poor
2984.792225981219,7.440420993251862,0.8527359865965323,8.725351234381831,2.653557305960999e-18,1.117958434986402e-15,MGAT3,poor
1297.7533627207893,7.434351798822475,0.9339326843574102,7.960265149021592,1.7167100217234181e-15,4.2684165408982103e-13,DISP3,poor
1478.1104150833162,7.42356171255275,1.4460620770640031,5.133639717338484,2.841918802527421e-7,1.0722234447247111e-5,TRIM67,poor
110.66418998147414,7.420517098434457,1.3210941365694606,5.616948022874145,1.9435985761583292e-8,1.0235610973817146e-6,LOC100130298,poor
881.7750511103682,7.4151131618693045,1.4808418505444603,5.007363317793183,5.518070968666769e-7,1.8977909837135802e-5,KCTD4,poor
253.75489987063614,7.3975186196615095,1.4660468309076804,5.045895167674453,4.514028747759604e-7,1.5921924190062772e-5,SMIM18,poor
540.6554007794783,7.388346382244782,1.486586298717929,4.970008393469445,6.695000337543798e-7,2.241568876810746e-5,NEUROD2,poor
38.6710428126229,7.386012968066893,1.6563505831762948,4.459208722529702,8.22627832105866e-6,1.8762099743683714e-4,FAM226B,poor
142.742026603914,7.374011256529408,1.6965882035008415,4.346376593514815,1.3840486143497299e-5,2.8994289135141375e-4,SIX2,poor
354.19801945669315,7.368866498359859,1.677068617665698,4.393896839245935,1.1133666464001874e-5,2.4297024353887254e-4,ACAN,poor
140.1140309683115,7.3532243382555675,1.759342351879753,4.179530112714608,2.9211203965568165e-5,5.370258552069968e-4,LHX1,poor
1259.5712698653501,-7.353041365991541,1.6522799063913198,-4.4502395372289145,8.577456483608538e-6,1.944608108922133e-4,MAGEA6,good
314.6023474759647,7.3364212258876185,1.937487934022864,3.7865635687623556,1.527450331146275e-4,0.0020268450719593658,ROR2,poor
672.6562542349117,7.292681458168567,1.3827014943234033,5.274226930475034,1.333168601068763e-7,5.6167133812249805e-6,CAMSAP3,poor
167.95033999209215,7.2863985979619645,1.872713394008602,3.890824202610736,9.99042961259416e-5,0.0014444694559982423,ACTC1,poor
763.1393751322948,7.270523031151927,1.2784572264822418,5.686950553017127,1.2932788248160038e-8,7.211455858817768e-7,ANOS1,poor
1778.8894976596628,7.262928161398567,1.3523530852036556,5.370585715271849,7.848131881166985e-8,3.4966059801514205e-6,KCNK2,poor
427.03993334699106,7.25415148565566,1.6072094947957594,4.5135071122619905,6.376431025971839e-6,1.515851557537851e-4,LY6H,poor
98.79624509186894,7.253294365684314,1.3539671145757755,5.357068342060076,8.458313331666091e-8,3.72928018317964e-6,GBGT1,poor
1698.0966595679236,7.249707773679558,0.6464390089002453,11.2148364716002,3.448231618842219e-29,7.471332708997134e-26,LRRN2,poor
162.15745964313706,7.2319252872405295,1.4369425035264576,5.032856408306091,4.832250777398573e-7,1.6848447710529693e-5,B3GAT2,poor
1967.319005051063,7.2106506944057145,1.8054859413482787,3.9937451349086843,6.503777186102625e-5,0.0010211468797268997,SGCD,poor
342.10633343340766,7.181059981122191,1.9832487456800107,3.620856938275773,2.936288524268799e-4,0.003452301399037587,GALNT14,poor
211.34446191534303,7.132021149467617,1.5607121260133638,4.569722391845214,4.88370686250515e-6,1.2278154143371785e-4,CDH22,poor
1349.9393546497045,7.119307285067532,1.010274160523748,7.046906239170494,1.8293949577561743e-12,2.569114196693324e-10,GLB1L2,poor
88.5706137265361,7.098262874248294,1.2883519894546331,5.5095679847966315,3.597154459982134e-8,1.748655182517597e-6,LOC283856,poor
8950.022510115015,7.098181746440197,1.2133394030181595,5.850120525867371,4.91216933841611e-9,3.0786310890808735e-7,MDFI,poor
3918.8088130593883,7.088392001735113,1.4093939873256123,5.029389982843372,4.920427243500128e-7,1.7116541284900562e-5,PLPPR1,poor
754.8487384479903,7.079219557721967,1.8335721452863496,3.8608895624428254,1.1297496170400555e-4,0.0015895095029356701,NHLH2,poor
919.3929514045051,-7.072032202720754,1.741904075600087,-4.059943542117516,4.908458307541688e-5,8.127356675817117e-4,GBP5,good
57.748366560041354,7.067313669890351,2.2584217254772967,3.129315304650082,0.0017521418372832486,0.014349209096152825,CNTN5,poor
6659.832110264949,7.063380776477011,0.9775517217133566,7.225582666968262,4.989578373906004e-13,7.801745896601276e-11,MYT1,poor
2035.6394017784369,7.05792520151524,0.7055301247087105,10.00371912457915,1.4677876270812864e-23,1.1716807863127302e-20,MASP1,poor
1048.6715268291214,7.044080625516233,0.7959277215284162,8.85015113180066,8.74008580771388e-19,3.8988494542822474e-16,TTC9,poor
1878.014396449645,7.029875071272788,0.7793945240032927,9.019661871839235,1.886707314871933e-19,9.538563281554203e-17,ADAMTS10,poor
1537.9291196406748,7.020968862659944,1.7190312219030848,4.084259071738821,4.4217676916683094e-5,7.476583119234477e-4,SORCS1,poor
