baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,enrichment
884.408883845536,3.0991490871309466,0.7092028294182878,4.3699051365502495,1.243005236196225e-5,2.659049424173222e-4,HOXD4,poor
2587.3715922197607,3.098884911848753,0.7138867137844259,4.3408636860897385,1.4192375225790627e-5,2.9487089732817317e-4,ZMAT1,poor
90.95087291670374,3.090552972636788,0.8814686333418873,3.50614061094796,4.5465496601855424e-4,0.00490922065228265,CD72,poor
473.8042527325116,3.0899224703332333,0.3560815614474262,8.677569424749464,4.043164139290645e-18,1.6573694729897626e-15,TMEM178B,poor
125.32558621862358,3.08937391041493,1.2928505413085407,2.3895831820498468,0.01686750372708972,0.07830714081076517,WNT7A,none
713.7853883980662,3.0880438495973386,1.5417588046427635,2.002935764205258,0.045184183702252335,0.15617787470648614,HAND2,none
77.04872341882023,3.0868121744838692,1.1328522801206677,2.7248143722278355,0.006433764793830147,0.03848615522945014,SPATA3-AS1,poor
100.80749961919491,-3.08660280339508,1.1901576728850805,-2.593440242176313,0.009502105057090433,0.05193456843275337,WDR49,none
1616.7736315163565,3.0860390361732994,0.9583066397208988,3.220304345456784,0.0012805456988252198,0.011200713156910099,SH3BGR,poor
935.329908428171,-3.085110666657185,0.7936962251384102,-3.8870169328563735,1.0148367744147278e-4,0.0014617311830530083,HSD17B14,good
96.16257517846583,-3.084341959362122,1.0184075025318744,-3.028593123768339,0.0024569534065770403,0.018466111158351818,H4C9,good
142.40756401644396,-3.083390183574689,1.6001378303699558,-1.9269528693423874,0.05398550380276586,0.17570775454432397,IP6K3,none
19082.608359504324,-3.082603956886252,1.1188709565372483,-2.755102309945096,0.005867378514599033,0.035912239681567204,ITGA3,good
328.07392336537436,3.0816853923184966,1.0580981757272825,2.9124758581124137,0.003585759171269489,0.024873370094213445,GCK,poor
167.94150922197875,-3.081377278985376,1.4388700364814717,-2.1415257812445625,0.032231661705234865,0.12369748151960132,HSD17B3,none
1368.4883681978454,-3.079696235410597,1.350410046618422,-2.2805637762563316,0.02257427285820379,0.09655499053592129,STC1,none
184.745353217968,3.0796355024332134,1.1348832119031163,2.713614467226887,0.006655357072622694,0.039474621416103625,MYCBPAP,poor
3461.666960560466,3.074851448957464,0.8887327228723619,3.459815723921609,5.405451714621223e-4,0.00563080262058105,ERBB2,poor
197.12972444405727,3.074413025217412,1.7787773783143657,1.72838549820711,0.08391913367911812,0.2347287924350986,LRRC61,none
9616.864726550675,3.072237724719151,1.039353673281366,2.9559117398601407,0.0031174628637984187,0.022366395106542394,GAD1,poor
2546.0450061194,-3.064059330803525,0.6708873327004579,-4.56717422055066,4.943431258534067e-6,1.2352062915681414e-4,ISG15,good
47.11128291633659,-3.0638270683073894,0.8448009205307732,-3.6266852862594448,2.8708283946674023e-4,0.003399051854950858,FLJ44635,good
258.294372215851,3.061960147162631,0.6473769633238423,4.729794726462831,2.247469649279382e-6,6.395379394112643e-5,UNC13D,poor
480.142709233088,3.0612903822815394,1.180653470884283,2.592877976286049,0.009517653282215226,0.051982084022815386,JPH3,none
43.46843205171765,3.0602865180427306,1.271819940467196,2.4062262437232675,0.01611827924120504,0.0759682850377119,ARHGAP9,none
3001.435232653505,-3.059749562826575,1.4218545008837296,-2.151942804924723,0.031401859355736146,0.12155997979797092,ABCC3,none
96.1171428438093,-3.0593732026089246,1.2351735454970694,-2.476877207872635,0.013253749133625368,0.06598956651000569,C10orf90,none
14275.55775935852,3.057643390926578,0.46503721768478334,6.5750509306529175,4.863651720046088e-11,4.984257137698582e-9,CRMP1,poor
167.01998197321495,3.057598973777742,1.401359065539665,2.181881181608696,0.02911830304177295,0.11558160225976717,VRK2,none
16163.304255444245,3.0570725466714,0.6501518968919112,4.702089713628326,2.575123016248722e-6,7.192797566748503e-5,CAPN5,poor
56.97292872141242,3.056938742193883,1.1472104792169922,2.664671215591006,0.0077063625897901165,0.04430720295653779,LRRC37A6P,poor
1383.375280346757,3.053553404427632,1.4462061106747304,2.111423386949313,0.03473593664126051,0.13043821516167323,VSTM2A,none
11354.35055814724,3.052198331035381,0.47222159072500774,6.463487462208796,1.023170167639837e-10,9.636048016101802e-9,TNK2,poor
304.4017185133151,-3.051566377280819,1.4146687340392192,-2.15708900879421,0.03099872984423142,0.12055326552498921,EPSTI1,none
423.1394652968259,-3.0514083744875844,1.0462356061962064,-2.9165594789701097,0.0035391523656625144,0.024600515091660568,AMPD3,good
1156.5320715789287,3.0510245647325864,2.015845563805397,1.5135209856915022,0.13014737466360055,0.3130761667760237,RNASE1,none
1185.1863766166214,-3.050004288458565,1.5474105850858686,-1.9710374982922292,0.04871958684616503,0.1646457160641232,LY75,none
1283.0543395087861,-3.0490403855516415,0.918897074316918,-3.318152240084355,9.061508087204195e-4,0.008560535503052854,STARD4,good
86.32563300560619,3.0478626854241497,1.0639911874952073,2.8645563245681287,0.004175938815926176,0.02798783209065502,TREH,poor
1005.1068746821492,-3.0458417481777755,1.101042004694632,-2.7663265662807506,0.005669173135586597,0.035052730920278,PLCH1,good
136.78874972618462,3.0453839768558093,0.907105619326034,3.3572540087652465,7.872075673759211e-4,0.0076291227951377615,DOK7,poor
39.335773429855905,-3.044992169276161,2.275428541599181,-1.338206018606116,0.18082928770402704,0.3840153747699493,TRDJ4,none
3598.3471625329166,3.0431121936203995,1.4326386694301714,2.124130988891142,0.03365919188040151,0.12791504967427952,SLITRK3,none
1232.2047244799985,3.0416124256183146,1.0343489296392467,2.94060576509626,0.003275711498704167,0.02315131234894972,LOC646903,poor
654.7676241498933,3.0402088613853557,0.8197843967114261,3.708546873520875,2.0845207630693465e-4,0.0026237283330682805,"NAALAD2",poor
1926.703593445485,3.039600323836565,1.3465301226649153,2.2573578360214457,0.023985724123165283,0.1008850465269129,SLC8A1,none
46.901254240838966,3.0359880859995916,1.6353862906109993,1.8564348395419845,0.06339160269143641,0.19548621654263637,HOTTIP,none
481.09409690613455,3.0320497152790806,0.6824873746884115,4.442645868230688,8.885935191870941e-6,2.002570268277958e-4,CELF6,poor
59.646529323518806,3.030929458225282,0.8058703535439037,3.761063358264063,1.6919256352859169e-4,0.002212192768136336,CALML6,poor
1249.7718820417272,3.027573399552783,1.3302757133702436,2.2758991757298555,0.022852044847504527,0.09738605344256847,RARRES2,none
1902.1123254693168,3.0261817609590675,1.6027416836238038,1.8881281942557715,0.05900874265448236,0.18657194076308817,STC2,none
602.694098439201,-3.023901140918939,2.988984615453573,-1.0116817347552884,0.3116902515022123,0.5338082706113431,MSL3P1,none
194.126074548096,3.0220488560780505,0.7596986986602094,3.9779571314360282,6.950989953045758e-5,0.0010800972718349473,PILRA,poor
201.17720784561666,3.0213476660656173,0.7310514861214982,4.132879452984902,3.5824664201518805e-5,6.318054441214368e-4,FGFR4,poor
199.81400616537508,-3.018654168084258,1.074492040049913,-2.8093778786337342,0.004963734696708072,0.03177921660826143,RAB27B,good
60.70233308977748,3.0158421582216732,0.8147674079810321,3.7014761865534545,2.1434877623946417e-4,0.0026845812462625543,KCNQ1,poor
57.17860432863178,3.0157704702113732,1.436469094451556,2.099432895465666,0.03577875743364518,0.1332653276021848,ACOT4,none
369.6098859388135,3.0113544892630038,0.9453176447374809,3.1855477426312833,0.0014448026251773578,0.01229798319267965,C20orf204,poor
2898.163935827986,-3.0090008053944457,1.325698230288849,-2.269747923506567,0.02322288188894007,0.09852348240826686,SRPX2,none
96.9554668953582,3.008704185408973,1.017473154960192,2.957035446823839,0.003106124077223872,0.022306147670101546,PCDHA12,poor
1300.3640896382171,-3.0082585213482846,0.7832018293262979,-3.8409748403370783,1.2254667576437554e-4,0.0016943167104086453,SLC22A18,good
719.6177854289873,3.0040997334917816,1.4810248335820169,2.028392546413989,0.04252020021863584,0.14974772336397138,CDH8,none
6384.487568338371,3.002785974861386,1.672286642448604,1.795616791188759,0.07255548354681271,0.2137209203640529,COL5A1,none
289.0660915125871,3.0019904476427177,1.3627862565897562,2.2028329337242623,0.02760652599854942,0.11152814472772489,CCDC144A,none
443.36363707365314,3.0019655906119307,1.4995013925414444,2.0019758604718736,0.0452873278109998,0.15643126092903187,TMEM130,none
792.092221360826,2.998313777547709,0.5304768799814878,5.652110187445571,1.584899320956671e-8,8.585060000339226e-7,CDK5R2,poor
215.77451303996108,2.9943930713098488,1.0789822516873178,2.775201414691671,0.005516753031922596,0.03427799804800082,EGFL7,poor
50.704709722635506,2.993433933322858,1.2534418596604653,2.3881713461633756,0.016932445296299004,0.07858457705292747,CFL1P1,none
70.92777211595046,2.9916887247632493,1.1155428353565886,2.681823261234914,0.007322213277114663,0.042468837007265045,CFAP221,poor
105.02250077100352,2.9901536188864246,1.6952048876618198,1.7638892151913952,0.07775063295879743,0.2232937090785577,SERTAD4-AS1,none
2381.659691486243,-2.9878826656643955,1.0232849298440563,-2.9198931583207566,0.0035015140867985933,0.02437240209016717,ANXA4,good
43.24868050765221,2.9857610739962097,0.9314501375539364,3.2054974857130416,0.0013482922471461701,0.011654444432990374,SLC25A41,poor
4171.017861001441,-2.985080131004768,0.8729154314933034,-3.4196670413973176,6.269782533833613e-4,0.006352290694098491,ZNF713,good
43.55500442900331,2.9845508164019483,1.5706026812419345,1.9002583225198317,0.05739922786509044,0.18312454544169685,TIE1,none
1503.9294955852072,-2.9834593236230194,1.6364366389631817,-1.8231438068468622,0.06828161324401137,0.20519659759697254,PAX8-AS1,none
1375.5475897854221,2.980505349895731,0.7126239332109691,4.182437904472352,2.8839980090151696e-5,5.334341195455253e-4,NYAP1,poor
1064.5468617771244,2.9781622061299893,1.0148965690720784,2.9344489841491215,0.0033414047700130144,0.023521296227626127,SNAP91,poor
31497.218709915112,-2.977645619521376,0.7748216055920856,-3.8430079879432197,1.215355114833776e-4,0.00168340557321314,DCBLD2,good
224.02557129283653,2.977310062171764,0.9527996212056195,3.1248018952866943,0.001779248416064849,0.014531965927008922,ZNF467,poor
4593.690263328513,2.9742229571217598,1.0093485832374018,2.946675713936395,0.0032120986503231777,0.022840084495757917,ATP2B2,poor
77.36400568173238,2.9720858238726366,1.428808817720565,2.080114419096407,0.037515039352818656,0.13763681709342054,LMNTD2-AS1,none
209.59444085998499,-2.968588848260646,1.484922079460109,-1.9991546285984054,0.0455916259366424,0.15708500467538739,RTP4,none
829.1642217602397,-2.9677932035708254,1.370514722163709,-2.1654588276770954,0.03035256515220845,0.11907846757981003,STAC,none
7073.974617993267,-2.967398033177099,1.1586281942103602,-2.5611305231523986,0.010433215070429963,0.05564014520858342,EMILIN2,none
339.3542296564075,2.967240058479192,0.47276401046378985,6.276366205558408,3.4657735001309876e-10,2.9366137808093123e-8,PRKCZ-AS1,poor
433.0627063676646,2.967038480387906,0.9876970576941834,3.0039964757155104,0.0026645841155068318,0.019752564652928697,DGAT2,poor
27467.656677616083,-2.9656276178699317,1.1907315642194838,-2.4905929320970674,0.0127530139323246,0.06438913525684661,S100A16,none
2670.4113133237283,2.963629275548397,1.0804293584353817,2.743010685900059,0.006087870433118372,0.036919124693765036,MEX3B,poor
479.1995371866983,-2.960324067800921,1.5051042675010717,-1.966856470825077,0.049199760073729865,0.16582505800850242,CDH5,none
574.4172695490494,-2.958692868876136,1.2365439167044587,-2.39271151546434,0.016724385158797383,0.07778552949781936,PTPRH,none
2096.2366598177086,2.957160061967312,1.1578985564877866,2.5539025378329883,0.010652306893989567,0.05643155384601459,DLL1,none
1235.902464011858,-2.955346590701808,1.2578764821155082,-2.3494728081182337,0.01880001722786272,0.08453598022383453,EFNA5,none
6753.027742649319,-2.9553140627780192,1.1092226647590957,-2.6643109239206386,0.007714622107926454,0.0443378831037971,CDC42EP3,good
303.31752874668655,-2.954365857672644,0.8710322644186916,-3.391798419366618,6.943550411879005e-4,0.006914827911816736,CYGB,good
2388.0925984339906,-2.9526838930521495,1.443418525925821,-2.045618675399966,0.040793902592544305,0.14584415791247912,TPBG,none
2580.346699612456,2.9509870166023684,0.6083602595886988,4.8507228572054935,1.2301233050982463e-6,3.8548099521539465e-5,MAP6,poor
104.12586815420593,2.946395799232758,1.2497570648496266,2.3575748296228074,0.018394747533633782,0.08308312562317557,GRAMD2A,none
1500.2221621528734,2.9424448219589583,1.4927546687219861,1.9711509758519907,0.04870660947048245,0.16463854375725592,PCSK1,none
100.13795109445613,2.941835962020083,0.8179418175205889,3.5966323019620305,3.2236365892935817e-4,0.003729435251702193,KCNQ4,poor
42.08528608337165,2.940396232966186,2.239560331881105,1.3129345930575662,0.18920498897799146,0.39554404794337644,C10orf67,none
304.49918409977425,2.938528634811659,1.081441181383974,2.7172338962079086,0.006583006784507903,0.03913934296379121,KLHL32,poor
876.926163876052,2.9384540331578135,1.2182088285636807,2.412110275561189,0.01586048359074402,0.07522074878699643,MYO16,none
69.91180852085233,2.936671090310251,1.1644754926858707,2.5218831214187247,0.01167284855323113,0.0602593921058055,CFAP77,none
3550.5654565050095,-2.9347613944074262,0.5638158597814724,-5.205177086619914,1.9381169336399413e-7,7.880809526143965e-6,NFKBIA,good
118.59897922580998,2.9346736846282098,1.1986509039861817,2.4483139126402738,0.014352654822979233,0.06986094855588126,FXYD3,none
7229.092233359555,2.933627744872164,0.6899429577089555,4.251985924479398,2.1188318049984604e-5,4.151979584807707e-4,GNAO1,poor
3784.944701794926,2.932833239140298,0.4512065957165754,6.49997865053939,8.033141118688533e-11,7.810169958150577e-9,"NACAD",poor
1658.1218956609607,2.9323903045667503,0.7072910081606609,4.1459459695275225,3.384136271073067e-5,6.043469139501339e-4,EPOP,poor
298.6058010746794,-2.9291600192670035,0.8501101223160343,-3.4456242107632122,0.00056974205879926985,0.005895096571916629,CLCF1,good
43.63125554706433,2.9289827342222545,1.2931516107902188,2.2649956198348717,0.023512948309034457,0.09936497269521471,IGFALS,none
24429.51637808223,-2.9284887741480445,1.7920185124441208,-1.6341844427454604,0.10222012816526921,0.26716744509437157,MOXD1,none
136.71536901454965,2.9260004206989016,0.8963647809722922,3.2642965038464045,0.0010973626027724844,0.009901069956127467,NKPD1,poor
142.09098569536806,2.9234862384105385,0.8145468471248065,3.589095272702708,3.318275642560823e-4,0.0038214340676324984,PIP5KL1,poor
39.80853069914279,2.9232724475962364,1.8366237675130428,1.5916555689326701,0.11146211678235474,0.2830786880840546,ISM1,none
58.70739501901953,2.9227589402347887,1.4763713413919075,1.9796909207674283,0.047738269396402695,0.16201529020703506,NTRK1,none
847.5044245039752,2.920494162813789,0.5899730109037762,4.950216550312871,7.413095083015057e-7,2.4495514841849534e-5,MELTF-AS1,poor
129214.29818311591,-2.919623703653068,0.6618180058651432,-4.411520505303375,1.0264723110260772e-5,2.2696486275917803e-4,B2M,good
2502.168658536821,2.918648484786254,0.5184740207955196,5.62930516809315,1.8093702469112516e-8,9.662929061585547e-7,PTK2B,poor
857.3594492338233,2.9172636359815107,0.9802680786177029,2.9759855488665985,0.0029204862364302212,0.02128544677940277,PGGHG,poor
1126.6796456120137,2.916791095638007,0.9677544966332403,3.013978344492687,0.0025784621004346767,0.01922039836481202,CHRD,poor
1773.1048405000474,2.914678904108445,0.8628441173526407,3.3779901206850647,7.301770386811527e-4,0.007167021886156779,PGBD5,poor
276.45609796909287,2.9137643226794556,0.95429747237841,3.0533082262257665,0.0022633333422609854,0.017398873189088882,PCDHA3,poor
508.49792542819876,2.912474227080047,1.4064438587710393,2.0708073122982587,0.03837680661924542,0.14008688952926482,MATN3,none
669.9682361298742,2.9106080949293127,0.8950708932205628,3.2518185061929867,0.0011466921804853937,0.010272817661796791,C2orf27A,poor
1344.6788300364753,-2.9048514354627573,1.0596640944376823,-2.7412945769425505,0.006119761428497479,0.03702370226805795,IFITM2,good
224.5797326928348,2.9041393206462396,0.42752635873060396,6.792889517430239,1.099095527558564e-11,1.2823062974215953e-9,TMEM249,poor
632.7744403773376,-2.9038574106242243,1.2360561796087428,-2.3492924177147043,0.01880912868577956,0.0845518834550144,TMEM71,none
1322.2484245811943,-2.9015795186929347,0.7560197361515884,-3.8379679523487247,1.240566679178582e-4,0.0017058635379058524,L3MBTL4,good
82.03494878562343,2.8982131828123343,0.9991573398961733,2.900657451121262,0.003723807059873575,0.025614050647212023,KEL,poor
373.52362790934063,2.8981018832720027,1.5141019235769457,1.9140731797139963,0.05561080591457342,0.17907624061705626,HES5,none
496.53001368305684,2.894716552509841,0.8786797033336693,3.294393328453386,9.863437360495353e-4,0.009144178144659721,ASPHD1,poor
480.1523317904411,2.8937498916723743,1.3675160016568528,2.1160629112685845,0.034339457342402416,0.1296878858347155,KCNA1,none
108.86653200810036,2.8926919508645415,0.7378158838160132,3.920614904498157,8.832330943220166e-5,0.0013056526648715424,XKR6,poor
373.4189975243031,2.8924004742183897,1.509743612618246,1.915822295947519,0.05538771876553817,0.17869932578534725,JAKMIP1,none
72.89277009643435,2.8915866305692774,1.4539718945061124,1.988750017448925,0.046728802196561635,0.15980512805304403,SV2C,none
3369.9343010894368,2.888043837557311,0.49516649565442217,5.832470215377584,5.461275577994391e-9,3.367120597213046e-7,RALGPS1,poor
115.394927405307,-2.884867592545232,1.3775422710614096,-2.094213479432768,0.03624096754154443,0.13453802530097816,RAB37,none
2283.3656032376402,2.88406109910945,1.2821219617439592,2.2494436451166564,0.024484284442977535,0.10232933098557187,BRINP3,none
602.4511848438636,2.8829977215841485,0.9452643533662914,3.049938053114103,0.0022888857124338073,0.017533095757819975,B3GALT2,poor
2599.40083123161,2.8790223227986123,1.282244790268617,2.2452985144868376,0.024748975346725172,0.1032513850406474,TUSC3,none
38.8536273210127,-2.878833159140307,1.8868327068698918,-1.525749023036635,0.12707238054301567,0.307925674340297,C2CD4A,none
62.29184441430418,2.8787818602094415,0.5839810567411325,4.929580894754176,8.240620831671956e-7,2.6936529343527705e-5,LINC02878,poor
324.2791597385932,2.8786797793089343,0.8186240833893531,3.5164855734396707,4.373004230656055e-4,0.004764752526318993,LINC00863,poor
1407.6932536496388,2.878505864799658,1.0434912858138348,2.7585336877582716,0.005806132039385794,0.03568136330687372,EMID1,poor
1787.2403274360504,-2.875841256200258,0.6456717998454597,-4.454029519159091,8.42735062148308e-6,1.919183586727235e-4,SLC31A2,good
796.9904909782464,2.8752274707667764,0.9730413937984261,2.954887108700336,0.003127834803871436,0.02243019880393289,HES4,poor
2833.101145233888,-2.8744402822378534,1.1000792031685531,-2.6129393901444695,0.008976722015846598,0.04975526212633384,PATJ,good
660.2747422986483,2.87439755734386,0.6206925136181505,4.630952515583565,3.6398734960956436e-6,9.501886629136424e-5,GPR19,poor
6178.232289396922,-2.8740024454946367,1.2038244502094173,-2.3873933155242653,0.016968326817797353,0.07867887888888182,ANTXR2,none
1223.6759420848182,2.870873433158777,0.972694294029612,2.951465276171732,0.0031627010470228183,0.022605413185765828,SGK3,poor
2414.954679774445,-2.86822917964281,0.8344591632585715,-3.437231330101698,5.876934390883913e-4,0.006055398363215782,TMC7,good
4084.793066071557,2.8664140231697006,1.0069405287213749,2.846656720441581,0.004418097619761063,0.029210674193075867,CSGALNACT1,poor
266.1468144081699,2.8663488422146743,1.5296863470401731,1.873814751475583,0.06095596247528621,0.19042172984865097,DCN,none
1046.4384771165542,-2.8659319853403846,1.5258084839923642,-1.8783038732629873,0.06033960700464057,0.18933905358505926,CASP4,none
740.5133141720979,2.864633163809185,1.372261675142514,2.087526902266423,0.03684053185008992,0.13601761114175115,ULBP1,none
71.21263176298889,-2.8637077726931888,2.3568957003655355,-1.2150337294302207,0.22435322720562093,0.4392365298861046,FRK,none
190.21166115070326,-2.863301970609193,1.2832085914136198,-2.2313612843371757,0.025657207208476463,0.10580284440754827,KCNJ6,none
505.33672400004116,2.86136223975664,2.0728766605711613,1.3803822939316703,0.16746896888487564,0.36790293323825446,ITIH5,none
300.4510826934149,2.8582948104942356,0.8014591770539975,3.5663635682615196,3.61969116326838e-4,0.004112837408954069,GRAMD1B,poor
2276.9656205544456,-2.8578221385820908,1.3440014256170043,-2.1263535023931404,0.033473836285950305,0.12737021448795993,CPVL,none
1542.4756174036424,2.8575484140725615,0.32975207373395765,8.665748123173344,4.485576541139459e-18,1.790335247354268e-15,MAMDC4,poor
5301.445385452623,2.8574217815546485,0.6988426096284724,4.088791585094886,4.336262291699632e-5,7.389673053731273e-4,PLEKHA4,poor
252.51559746154194,2.8553044152305476,2.09027876665634,1.3659921637141066,0.17194142299555254,0.37399994915200324,PRDM16-DT,none
129.4204357768742,2.8548543668473148,1.696244176516717,1.6830444616233464,0.09236648461872494,0.2505241503547944,NPAS4,none
357.9890925227088,2.8538002707344248,1.1197431283850245,2.5486204812441087,0.01081499228395511,0.05699478386752854,VSIR,none
840.476359006468,-2.8529131698905568,0.8428464679849226,-3.384855105000679,7.121583635679314e-4,0.007050857779564575,IGFBP6,good
58.69900259434215,-2.84728854623812,1.609238056183981,-1.7693395550127327,0.07683722618388306,0.2216835095170162,A4GALT,none
8567.322661430779,2.8467718420119574,0.6960810491350056,4.089713181460028,4.319069431232574e-5,7.368653100506687e-4,NEO1,poor
149.48325295495164,2.846176537924318,0.9842330053599289,2.8917710769956204,0.003830769613805307,0.026201270071553085,GRID2IP,poor
4971.902622307279,2.8452630009264723,1.0104233166774792,2.8159118598751243,0.004863900868889025,0.031245567335213827,KCNH2,poor
93.69009107006858,2.8447138815667743,1.0545530946225439,2.6975539648717097,0.006985096214747855,0.0409308791637813,GNG13,poor
117.03060465925353,2.8442714786746808,0.868393147537623,3.275326949250775,0.0010553975200547898,0.009648712589916212,TAS2R31,poor
4163.279886724982,-2.843822858611503,0.7592766179786131,-3.745437158571379,1.8007992142504115e-4,0.0023304370036293506,BAG3,good
161.15182225879013,-2.8422638473533626,0.9909469576607731,-2.868230055484305,0.004127752707696388,0.027726140530394648,TMEM37,good
42.54820628629735,2.8421531153406736,1.801620082898469,1.5775540816397773,0.11466808844001716,0.28803757823281556,LARGE2,none
1572.9202014371613,2.8413001929836557,0.9095340225971101,3.123907542095593,0.0017846652608379612,0.014560526095282064,SYN1,poor
187.18526223641382,2.836662907868081,0.8064398772745348,3.5175131932400725,4.356106954359919e-4,0.004756592813302872,MIR497HG,poor
1028.1549451626015,2.836429113397113,0.8086417378177652,3.5076461932964538,4.520898746675738e-4,0.00488727521673777,PITPNM3,poor
3246.744906441441,-2.835672653606048,1.7313900331275123,-1.6378011882647867,0.10146317363378769,0.26586305587695164,COL19A1,none
913.4264978450257,2.8333229465194565,0.9459107691475614,2.9953385022487886,0.0027414042726798997,0.020213358582273234,TMEM121B,poor
463.2102063629849,2.8281316244800268,0.5257242422961154,5.379496315650354,7.469452334698424e-8,3.3418638218398527e-6,NEIL1,poor
1414.7772019947408,2.828059649599189,1.3636183571868445,2.073937795493967,0.03808508831099792,0.13932381437841423,NKX2-5,none
1050.1919522832407,2.82634295860198,0.8984483555431331,3.1458045876141534,0.0016563063004165783,0.013712444136691182,KLF15,poor
171.5513731963159,2.826296862702159,2.0436009249914053,1.382998426032737,0.1666653485078335,0.3669879995380822,SPINK5,none
550.1018713292351,2.8238116564969507,1.0007520377017538,2.8216896395053945,0.0047771383935908225,0.030959037177773763,ZC3H12B,poor
9722.958894686411,2.823277982765469,0.8256607379966225,3.41941653858442,6.275558068824054e-4,0.006353897812406838,PLXNB3,poor
248.37421954291898,2.8207303335111353,0.8401028590758616,3.357601159236648,7.862196863137027e-4,0.007624420704808139,ARHGEF26-AS1,poor
167.39503795492115,2.8192575986051214,1.287557422749504,2.1896169823515605,0.02855202634558765,0.11414037521969633,WNT16,none
174.03005951714024,2.818520482646847,1.209132779555241,2.3310264433353565,0.01975196536951552,0.08741516657251858,DNAJC12,none
4061.4218196385136,2.8176676481280265,0.6175391164657155,4.56273549804267,5.049140854046566e-6,1.255415071038103e-4,TBKBP1,poor
1466.8310795561374,2.817467731838232,0.3495287856666124,8.060760221693414,7.582142407389009e-16,2.0175149805766507e-13,PPFIA3,poor
810.8564121459374,-2.8172667403829803,1.442406833414249,-1.9531706832769014,0.0507993736765494,0.1690377579096588,TRAC,none
1391.6378805007946,2.816917254426608,0.45012305704210953,6.258104779029531,3.896839851075082e-10,3.2296923508882935e-8,ZNF579,poor
61.42564343148036,2.8149130679870473,1.1154514008904042,2.5235640618139485,0.011617189163384424,0.06005382005489147,KIAA0087,none
9124.501724416432,2.8145545016487454,0.5025698947780878,5.600324513850011,2.1395090036490645e-8,1.092590338664827e-6,GPSM1,poor
309.3365265615367,2.8143716295536088,1.0795667118391088,2.606945544624243,0.009135388748391558,0.050457553221724245,NOXA1,none
1906.5814107158574,2.813724831222826,1.2667346895294564,2.22124242312178,0.026334546260489707,0.10768834271578523,RAB33A,none
9045.537650508706,-2.8130113567699824,0.9142114023351247,-3.0769812644918315,0.0020910844355425174,0.01646298331879647,EMP3,good
779.715158200675,-2.810231904312937,1.2476346594436405,-2.2524477682962956,0.024293989936429203,0.10170216543356934,LOXL1-AS1,none
816.7204861664172,2.808350001269796,0.4952653306320361,5.6703948925435625,1.4246875279676452e-8,7.857540267885555e-7,MFSD13A,poor
59.17224692211246,-2.807974201100653,2.0711477609117273,-1.3557575437614224,0.1751763238130946,0.37772732909841183,HACD4,none
690.9052992407609,2.8066916255301884,0.46434125162122236,6.0444589312941215,1.4991223244412306e-9,1.0575436416186113e-7,TDRP,poor
500.99157677917736,2.8055460770528025,0.8124164498849883,3.4533348967145807,5.537011303750299e-4,0.005752044550957587,ZSCAN12P1,poor
210.45363953199288,2.8042968204041983,0.6879940983860734,4.076047784396175,4.580760947749265e-5,7.702483513804114e-4,POU2F2,poor
2459.199405201744,-2.80427056826518,1.1914131709365483,-2.353734738437375,0.018585868795065068,0.08374684254746045,AXL,none
644.4729975777573,2.8022905084592042,1.5799570323754402,1.773649821505592,0.07612109125330144,0.2201092015589562,KCNK10,none
182.46947006014247,2.8005084834605225,0.5214827209361491,5.370280492579196,7.861427040493403e-8,3.4966059801514205e-6,HOXA6,poor
1714.5429156540026,2.800478447168462,1.4408524452207616,1.9436261197026208,0.05194055369270426,0.17148070915482053,HOXD10,none
3480.799585148763,2.79987518910361,1.2958720606089604,2.160610815073738,0.030725415287977755,0.1199208372806893,BAMBI,none
63.28447496733629,-2.795783422401089,0.8660377843859614,-3.2282464723907593,0.0012455160861673394,0.010976608064439302,TPRG1,good
149.37976768857192,2.79096697015244,0.9621276552843971,2.9008281331726744,0.003721779451899117,0.025614050647212023,IL1RAPL1,poor
2058.1579919824476,2.790675214927584,1.2649035776544395,2.2062355299069063,0.027367512764702392,0.11080701177315569,CYTL1,none
4074.0430695063437,-2.79054827771645,0.7651991021548128,-3.6468263878750276,2.654991774628868e-4,0.0031958936703012737,UBASH3B,good
219.61912395505652,-2.7902597288642137,2.197684033864616,-1.2696364381177927,0.2042141635827279,0.4144121245730845,EPHX4,none
656.9784712830464,-2.7889306591715517,1.1244513577641266,-2.4802590524832455,0.013128696127958807,0.06553754828171006,ACOX2,none
634.3363954782882,-2.7854137426743324,0.926925631107335,-3.0050023963052874,0.002655787571074395,0.01969698292933269,TNFSF4,good
4322.65958008138,2.784359605540969,1.092579908346354,2.548426512578988,0.010821008264031286,0.05700668021554794,ASRGL1,none
2113.730251230819,-2.782328405475142,1.3419006767428747,-2.073423505701288,0.0381328832554336,0.13943139834502444,SPON2,none
886.6284321316359,-2.7822352471024514,1.3867486572002303,-2.006301021210024,0.04482414114590807,0.15535210090256318,ARHGAP24,none
336.63953954733284,2.7818332656906803,1.0673706777035783,2.6062485355844007,0.00915400124247685,0.05053044851329034,TCF19,none
126.15445538450142,2.778020712492758,0.8686745203758887,3.197999535304277,0.001383845033758834,0.01186990313634774,NCAM1-AS1,poor
440.4948698285282,-2.777723249841704,1.8588086567009945,-1.4943567428675502,0.1350824014091589,0.3214498685485594,CXCL10,none
120.45622497434827,-2.777111178515383,1.2853252813361684,-2.160629078756172,0.030724003320803026,0.1199208372806893,TLR1,none
