EXON,TCGA-06-AABW-11A-31R-A36H-07,TCGA-06-0678-11A-32R-A36H-07,TCGA-06-0675-11A-32R-A36H-07,TCGA-06-0681-11A-41R-A36H-07,TCGA-06-0680-11A-32R-A36H-07
chr7:45222756-45223847:+,3.17463491770297,2.50090910419439,2.38048565455033,2.83140301910376,2.25055537951693
